shipping_id,order_id,shipping_provider,shipping_status,delivery_days,delivery_priority
2091,2091,UPS,Delivered,3,Overnight
2092,2092,DHL,Delivered,2,Overnight
2093,2093,FedEx,Delayed,7,Express
2094,2094,USPS,Delivered,3,Express
2095,2095,DHL,Returned,14,Express
2096,2096,FedEx,Delayed,3,Standard
2097,2097,UPS,Delivered,11,Standard
2098,2098,USPS,Returned,10,Standard
2099,2099,FedEx,In Transit,14,Overnight
2100,2100,FedEx,Delayed,11,Standard
2101,2101,DHL,Delayed,13,Overnight
2102,2102,DHL,Returned,11,Overnight
2103,2103,USPS,Delivered,10,Overnight
2104,2104,UPS,Delayed,12,Standard
2105,2105,USPS,Delivered,11,Express
2106,2106,UPS,Delivered,14,Overnight
2107,2107,UPS,Returned,1,Standard
2108,2108,UPS,Delivered,13,Express
2109,2109,DHL,Returned,10,Standard
2110,2110,DHL,Returned,9,Standard
2111,2111,DHL,Delayed,8,Standard
2112,2112,UPS,Delayed,14,Express
2113,2113,UPS,Delivered,5,Overnight
2114,2114,DHL,Delayed,5,Overnight
2115,2115,DHL,Delayed,14,Standard
2116,2116,UPS,Returned,5,Overnight
2117,2117,FedEx,In Transit,2,Overnight
2118,2118,FedEx,Delivered,3,Standard
2119,2119,DHL,Returned,8,Overnight
2120,2120,UPS,Delivered,1,Overnight
2121,2121,UPS,Delivered,7,Overnight
2122,2122,DHL,Delivered,3,Overnight
2123,2123,DHL,Delayed,1,Standard
2124,2124,UPS,In Transit,6,Express
2125,2125,FedEx,Returned,1,Express
2126,2126,USPS,Delayed,1,Express
2127,2127,UPS,Delayed,10,Express
2128,2128,UPS,Delayed,3,Standard
2129,2129,UPS,Returned,8,Standard
2130,2130,DHL,Returned,9,Overnight
2131,2131,USPS,Delayed,2,Overnight
2132,2132,FedEx,Returned,2,Overnight
2133,2133,DHL,Delayed,9,Overnight
2134,2134,DHL,Returned,12,Overnight
2135,2135,DHL,In Transit,12,Express
2136,2136,FedEx,In Transit,8,Express
2137,2137,USPS,Delayed,12,Standard
2138,2138,DHL,Returned,9,Standard
2139,2139,DHL,Delayed,7,Overnight
2140,2140,DHL,Delivered,14,Express
2141,2141,DHL,Returned,11,Standard
2142,2142,UPS,Delayed,1,Overnight
2143,2143,FedEx,Delivered,14,Standard
2144,2144,FedEx,In Transit,12,Express
2145,2145,UPS,Delayed,13,Standard
2146,2146,USPS,Delayed,4,Standard
2147,2147,FedEx,Returned,9,Express
2148,2148,FedEx,Delivered,13,Overnight
2149,2149,USPS,Delivered,6,Overnight
2150,2150,DHL,In Transit,13,Overnight
2151,2151,DHL,In Transit,1,Overnight
2152,2152,UPS,In Transit,5,Standard
2153,2153,FedEx,Delayed,6,Overnight
2154,2154,UPS,Delayed,7,Overnight
2155,2155,USPS,Delivered,9,Express
2156,2156,DHL,Delivered,9,Standard
2157,2157,DHL,Delivered,9,Express
2158,2158,USPS,Returned,11,Overnight
2159,2159,DHL,Delivered,7,Overnight
2160,2160,FedEx,Delayed,4,Express
2161,2161,FedEx,Returned,8,Standard
2162,2162,USPS,Delivered,6,Overnight
2163,2163,DHL,Delayed,3,Overnight
2164,2164,USPS,Delivered,3,Express
2165,2165,USPS,Returned,8,Express
2166,2166,UPS,Returned,12,Standard
2167,2167,FedEx,Delayed,9,Express
2168,2168,FedEx,In Transit,5,Standard
2169,2169,FedEx,Delivered,13,Standard
2170,2170,USPS,In Transit,11,Standard
2171,2171,DHL,Returned,2,Standard
2172,2172,USPS,Delivered,14,Overnight
2173,2173,UPS,Returned,12,Express
2174,2174,USPS,In Transit,8,Overnight
2175,2175,FedEx,In Transit,2,Overnight
2176,2176,FedEx,Delayed,8,Express
2177,2177,USPS,In Transit,1,Standard
2178,2178,FedEx,Delayed,2,Standard
2179,2179,UPS,Returned,6,Overnight
2180,2180,UPS,Delayed,8,Express
2181,2181,USPS,Delayed,10,Express
2182,2182,USPS,Delayed,4,Standard
2183,2183,DHL,In Transit,2,Standard
2184,2184,USPS,In Transit,6,Express
2185,2185,USPS,Delivered,12,Standard
2186,2186,FedEx,Returned,12,Overnight
2187,2187,USPS,Delivered,7,Overnight
2188,2188,USPS,Delayed,4,Express
2189,2189,DHL,In Transit,2,Standard
2190,2190,FedEx,In Transit,10,Overnight
2191,2191,FedEx,Returned,12,Overnight
2192,2192,FedEx,Delivered,12,Overnight
2193,2193,UPS,Returned,5,Standard
2194,2194,USPS,Delivered,3,Standard
2195,2195,USPS,Returned,12,Standard
2196,2196,UPS,Delayed,11,Overnight
2197,2197,FedEx,In Transit,9,Express
2198,2198,USPS,Delivered,10,Express
2199,2199,DHL,In Transit,2,Express
2200,2200,FedEx,In Transit,13,Overnight
2201,2201,USPS,Delivered,5,Standard
2202,2202,USPS,In Transit,7,Overnight
2203,2203,UPS,Delivered,1,Express
2204,2204,DHL,Delivered,1,Standard
2205,2205,DHL,Delivered,12,Express
2206,2206,USPS,Delivered,5,Standard
2207,2207,DHL,Returned,3,Overnight
2208,2208,UPS,Delivered,10,Express
2209,2209,FedEx,Delivered,8,Express
2210,2210,USPS,Returned,7,Standard
2211,2211,UPS,Returned,7,Express
2212,2212,DHL,Delayed,1,Express
2213,2213,FedEx,In Transit,12,Express
2214,2214,UPS,Delayed,13,Express
2215,2215,USPS,Delayed,8,Overnight
2216,2216,DHL,Delayed,2,Standard
2217,2217,UPS,Returned,3,Standard
2218,2218,FedEx,Delayed,6,Express
2219,2219,FedEx,Delayed,13,Express
2220,2220,USPS,In Transit,10,Standard
2221,2221,DHL,In Transit,12,Standard
2222,2222,UPS,Delayed,9,Standard
2223,2223,FedEx,In Transit,5,Overnight
2224,2224,UPS,Returned,13,Overnight
2225,2225,UPS,Delivered,1,Standard
2226,2226,USPS,Delivered,8,Overnight
2227,2227,DHL,Delayed,14,Standard
2228,2228,DHL,Delivered,10,Overnight
2229,2229,FedEx,In Transit,12,Overnight
2230,2230,UPS,Returned,3,Standard
2231,2231,FedEx,Delivered,11,Standard
2232,2232,DHL,Delivered,13,Standard
2233,2233,FedEx,Delayed,4,Standard
2234,2234,FedEx,Returned,11,Express
2235,2235,UPS,Delayed,5,Overnight
2236,2236,UPS,Delayed,7,Overnight
2237,2237,USPS,In Transit,2,Express
2238,2238,UPS,In Transit,8,Overnight
2239,2239,UPS,Delayed,14,Express
2240,2240,USPS,In Transit,11,Express
2241,2241,FedEx,Returned,2,Standard
2242,2242,UPS,Returned,5,Overnight
2243,2243,USPS,Returned,2,Express
2244,2244,UPS,Delivered,13,Express
2245,2245,USPS,Returned,5,Express
2246,2246,USPS,Returned,13,Express
2247,2247,UPS,Delivered,14,Standard
2248,2248,FedEx,Delivered,1,Express
2249,2249,DHL,Delivered,12,Express
2250,2250,DHL,Returned,3,Overnight
2251,2251,FedEx,Returned,6,Express
2252,2252,DHL,Returned,7,Express
2253,2253,FedEx,Returned,9,Overnight
2254,2254,DHL,Delivered,3,Standard
2255,2255,USPS,Returned,14,Express
2256,2256,USPS,Delayed,3,Overnight
2257,2257,DHL,Delivered,4,Overnight
2258,2258,USPS,Returned,13,Express
2259,2259,USPS,Delayed,3,Standard
2260,2260,USPS,Delivered,9,Overnight
2261,2261,USPS,Delivered,9,Overnight
2262,2262,DHL,Delayed,14,Standard
2263,2263,DHL,In Transit,3,Standard
2264,2264,UPS,In Transit,4,Overnight
2265,2265,DHL,Delivered,4,Standard
2266,2266,FedEx,Delivered,9,Express
2267,2267,FedEx,Delivered,9,Express
2268,2268,FedEx,Delayed,11,Overnight
2269,2269,FedEx,Returned,13,Standard
2270,2270,FedEx,In Transit,7,Standard
2271,2271,USPS,Returned,11,Overnight
2272,2272,UPS,Delivered,12,Overnight
2273,2273,UPS,In Transit,13,Standard
2274,2274,USPS,Delayed,14,Standard
2275,2275,UPS,Returned,7,Standard
2276,2276,USPS,Returned,2,Standard
2277,2277,UPS,Returned,7,Overnight
2278,2278,UPS,Delivered,4,Overnight
2279,2279,UPS,In Transit,5,Express
2280,2280,FedEx,In Transit,12,Standard
2281,2281,FedEx,Delivered,3,Express
2282,2282,DHL,In Transit,14,Standard
2283,2283,FedEx,In Transit,9,Overnight
2284,2284,USPS,Delivered,10,Express
2285,2285,USPS,In Transit,5,Overnight
2286,2286,DHL,Delayed,5,Standard
2287,2287,UPS,In Transit,7,Overnight
2288,2288,FedEx,Delivered,5,Standard
2289,2289,DHL,In Transit,7,Overnight
2290,2290,UPS,Delivered,9,Overnight
2291,2291,FedEx,Returned,14,Express
2292,2292,DHL,Delivered,4,Standard
2293,2293,USPS,Delivered,3,Overnight
2294,2294,FedEx,Delivered,3,Standard
2295,2295,FedEx,Delayed,5,Overnight
2296,2296,UPS,In Transit,7,Standard
2297,2297,DHL,Delayed,2,Standard
2298,2298,USPS,Delivered,9,Overnight
2299,2299,USPS,Delivered,10,Overnight
2300,2300,DHL,Delayed,8,Standard
2301,2301,FedEx,Returned,9,Overnight
2302,2302,UPS,Delivered,5,Standard
2303,2303,USPS,Delayed,4,Express
2304,2304,DHL,Delivered,1,Standard
2305,2305,USPS,Delayed,9,Standard
2306,2306,USPS,Returned,10,Express
2307,2307,USPS,Delivered,4,Standard
2308,2308,FedEx,In Transit,13,Standard
2309,2309,UPS,Delivered,1,Overnight
2310,2310,FedEx,Returned,5,Standard
2311,2311,USPS,Delivered,1,Standard
2312,2312,DHL,In Transit,8,Overnight
2313,2313,FedEx,Delivered,11,Express
2314,2314,USPS,Delayed,2,Express
2315,2315,FedEx,Returned,12,Express
2316,2316,DHL,Delivered,13,Overnight
2317,2317,FedEx,Returned,9,Standard
2318,2318,UPS,In Transit,9,Express
2319,2319,UPS,In Transit,2,Express
2320,2320,DHL,Delayed,3,Overnight
2321,2321,DHL,Delayed,13,Overnight
2322,2322,UPS,Delivered,2,Express
2323,2323,UPS,Delayed,6,Overnight
2324,2324,USPS,Delivered,2,Express
2325,2325,DHL,Returned,8,Overnight
2326,2326,FedEx,Delayed,1,Express
2327,2327,FedEx,Returned,10,Overnight
2328,2328,FedEx,Delivered,5,Express
2329,2329,USPS,Delivered,4,Overnight
2330,2330,FedEx,Delayed,2,Standard
2331,2331,UPS,Delivered,9,Standard
2332,2332,DHL,In Transit,14,Standard
2333,2333,USPS,Returned,9,Standard
2334,2334,DHL,Returned,5,Express
2335,2335,FedEx,Returned,14,Express
2336,2336,FedEx,In Transit,3,Overnight
2337,2337,USPS,In Transit,3,Overnight
2338,2338,DHL,Delivered,1,Overnight
2339,2339,USPS,Delivered,9,Overnight
2340,2340,FedEx,Returned,8,Standard
2341,2341,FedEx,Returned,8,Express
2342,2342,DHL,Delivered,12,Overnight
2343,2343,DHL,Returned,13,Express
2344,2344,USPS,Delivered,5,Standard
2345,2345,UPS,Delayed,11,Overnight
2346,2346,USPS,In Transit,9,Express
2347,2347,USPS,Delivered,3,Overnight
2348,2348,DHL,Delayed,5,Overnight
2349,2349,UPS,In Transit,7,Express
2350,2350,UPS,Returned,2,Overnight
2351,2351,USPS,In Transit,5,Express
2352,2352,DHL,Delayed,8,Express
2353,2353,FedEx,Returned,8,Standard
2354,2354,USPS,Delivered,11,Overnight
2355,2355,FedEx,Delayed,10,Standard
2356,2356,DHL,Delayed,1,Express
2357,2357,DHL,Delivered,1,Express
2358,2358,FedEx,In Transit,1,Express
2359,2359,DHL,In Transit,1,Overnight
2360,2360,USPS,Delayed,9,Express
2361,2361,UPS,In Transit,6,Standard
2362,2362,USPS,Delayed,10,Standard
2363,2363,DHL,Delayed,2,Express
2364,2364,FedEx,Returned,3,Overnight
2365,2365,UPS,Delayed,5,Express
2366,2366,USPS,Delayed,3,Standard
2367,2367,UPS,In Transit,2,Standard
2368,2368,DHL,Returned,5,Overnight
2369,2369,USPS,Delivered,6,Standard
2370,2370,FedEx,Delayed,6,Overnight
2371,2371,USPS,Delivered,1,Standard
2372,2372,DHL,Returned,7,Overnight
2373,2373,FedEx,Delivered,9,Standard
2374,2374,DHL,Delivered,5,Overnight
2375,2375,FedEx,Delivered,1,Express
2376,2376,DHL,Returned,13,Express
2377,2377,FedEx,Delayed,10,Express
2378,2378,UPS,Delivered,3,Overnight
2379,2379,FedEx,Delayed,10,Express
2380,2380,FedEx,Delayed,12,Express
2381,2381,USPS,In Transit,10,Express
2382,2382,UPS,Returned,9,Overnight
2383,2383,DHL,In Transit,5,Standard
2384,2384,USPS,In Transit,6,Overnight
2385,2385,DHL,Delayed,5,Express
2386,2386,UPS,Delayed,12,Overnight
2387,2387,FedEx,In Transit,6,Standard
2388,2388,UPS,Returned,12,Standard
2389,2389,UPS,Delayed,4,Standard
2390,2390,FedEx,In Transit,13,Express
2391,2391,USPS,In Transit,3,Express
2392,2392,UPS,Returned,4,Standard
2393,2393,FedEx,Returned,13,Standard
2394,2394,FedEx,Returned,10,Standard
2395,2395,USPS,In Transit,6,Overnight
2396,2396,DHL,Returned,8,Express
2397,2397,DHL,Returned,8,Express
2398,2398,DHL,Returned,9,Express
2399,2399,FedEx,In Transit,4,Overnight
2400,2400,FedEx,Delayed,9,Overnight
2401,2401,FedEx,In Transit,9,Express
2402,2402,UPS,In Transit,2,Overnight
2403,2403,USPS,In Transit,4,Overnight
2404,2404,DHL,Delivered,1,Overnight
2405,2405,DHL,In Transit,13,Express
2406,2406,FedEx,Delivered,1,Overnight
2407,2407,FedEx,Delayed,13,Overnight
2408,2408,UPS,In Transit,5,Standard
2409,2409,DHL,Delivered,3,Standard
2410,2410,FedEx,Delivered,13,Standard
2411,2411,USPS,Returned,12,Express
2412,2412,UPS,Returned,8,Standard
2413,2413,DHL,In Transit,1,Express
2414,2414,FedEx,Returned,11,Standard
2415,2415,FedEx,Delayed,7,Standard
2416,2416,UPS,Returned,5,Standard
2417,2417,FedEx,Delayed,3,Express
2418,2418,FedEx,Returned,5,Overnight
2419,2419,FedEx,Returned,13,Standard
2420,2420,UPS,Delayed,3,Overnight
2421,2421,DHL,Delayed,12,Express
2422,2422,USPS,In Transit,10,Express
2423,2423,DHL,In Transit,4,Overnight
2424,2424,DHL,Delivered,1,Express
2425,2425,FedEx,Returned,4,Standard
2426,2426,DHL,Returned,2,Standard
2427,2427,USPS,Returned,12,Overnight
2428,2428,UPS,In Transit,1,Standard
2429,2429,FedEx,Delayed,10,Express
2430,2430,DHL,Delivered,10,Express
2431,2431,UPS,Delivered,6,Express
2432,2432,UPS,Delayed,8,Standard
2433,2433,FedEx,Returned,10,Express
2434,2434,DHL,Returned,13,Standard
2435,2435,USPS,Returned,7,Standard
2436,2436,USPS,Returned,4,Overnight
2437,2437,UPS,In Transit,6,Express
2438,2438,UPS,Delivered,4,Express
2439,2439,FedEx,Returned,8,Standard
2440,2440,DHL,Delayed,2,Standard
2441,2441,FedEx,In Transit,14,Express
2442,2442,DHL,In Transit,11,Express
2443,2443,FedEx,Delivered,1,Standard
2444,2444,USPS,In Transit,4,Standard
2445,2445,USPS,Returned,3,Overnight
2446,2446,FedEx,Returned,3,Standard
2447,2447,DHL,In Transit,4,Express
2448,2448,UPS,In Transit,7,Express
2449,2449,FedEx,Returned,3,Overnight
2450,2450,DHL,Returned,5,Standard
2451,2451,USPS,Returned,7,Express
2452,2452,USPS,Delivered,13,Standard
2453,2453,UPS,Delayed,13,Standard
2454,2454,FedEx,Returned,8,Standard
2455,2455,FedEx,In Transit,3,Standard
2456,2456,DHL,Delivered,8,Overnight
2457,2457,UPS,In Transit,6,Express
2458,2458,DHL,Delivered,8,Standard
2459,2459,FedEx,In Transit,7,Standard
2460,2460,USPS,Returned,10,Standard
2461,2461,UPS,In Transit,11,Standard
2462,2462,USPS,In Transit,4,Overnight
2463,2463,UPS,Delayed,9,Overnight
2464,2464,FedEx,In Transit,3,Express
2465,2465,USPS,Returned,14,Standard
2466,2466,UPS,In Transit,5,Standard
2467,2467,FedEx,Delivered,2,Overnight
2468,2468,USPS,Delivered,3,Express
2469,2469,UPS,Returned,8,Overnight
2470,2470,UPS,Delivered,11,Overnight
2471,2471,DHL,Delayed,12,Standard
2472,2472,UPS,Delayed,5,Overnight
2473,2473,DHL,Delayed,8,Overnight
2474,2474,DHL,Delayed,10,Express
2475,2475,FedEx,Returned,4,Express
2476,2476,FedEx,Returned,14,Overnight
2477,2477,UPS,Delayed,13,Express
2478,2478,DHL,Delivered,4,Express
2479,2479,USPS,In Transit,4,Overnight
2480,2480,USPS,In Transit,4,Standard
2481,2481,DHL,In Transit,10,Express
2482,2482,FedEx,Delayed,14,Overnight
2483,2483,DHL,Delayed,3,Express
2484,2484,USPS,Returned,5,Express
2485,2485,UPS,In Transit,5,Express
2486,2486,USPS,Delivered,11,Overnight
2487,2487,USPS,Delivered,11,Standard
2488,2488,DHL,In Transit,14,Express
2489,2489,USPS,Delivered,5,Standard
2490,2490,FedEx,Delivered,7,Overnight
2491,2491,UPS,In Transit,4,Express
2492,2492,FedEx,Returned,7,Standard
2493,2493,UPS,Delivered,7,Overnight
2494,2494,UPS,Delayed,7,Standard
2495,2495,UPS,Delivered,4,Overnight
2496,2496,FedEx,In Transit,3,Standard
2497,2497,UPS,In Transit,9,Overnight
2498,2498,UPS,Delayed,9,Standard
2499,2499,DHL,Returned,3,Standard
2500,2500,FedEx,In Transit,4,Overnight
2501,2501,UPS,Delivered,13,Overnight
2502,2502,UPS,Returned,7,Overnight
2503,2503,USPS,Delayed,1,Overnight
2504,2504,UPS,Delivered,3,Overnight
2505,2505,USPS,Delivered,7,Standard
2506,2506,FedEx,Delayed,8,Overnight
2507,2507,FedEx,In Transit,14,Overnight
2508,2508,DHL,In Transit,3,Standard
2509,2509,FedEx,Returned,12,Standard
2510,2510,UPS,In Transit,1,Overnight
2511,2511,FedEx,In Transit,9,Express
2512,2512,FedEx,Returned,3,Standard
2513,2513,USPS,Delayed,14,Overnight
2514,2514,FedEx,Delivered,8,Express
2515,2515,USPS,Returned,3,Standard
2516,2516,USPS,Delayed,8,Overnight
2517,2517,DHL,Returned,6,Standard
2518,2518,FedEx,In Transit,4,Standard
2519,2519,FedEx,In Transit,5,Express
2520,2520,FedEx,Returned,6,Standard
2521,2521,USPS,In Transit,12,Express
2522,2522,UPS,Returned,2,Standard
2523,2523,DHL,Delayed,9,Overnight
2524,2524,USPS,Delivered,11,Overnight
2525,2525,USPS,In Transit,5,Standard
2526,2526,UPS,Returned,6,Express
2527,2527,USPS,Delivered,4,Overnight
2528,2528,FedEx,Delivered,1,Overnight
2529,2529,UPS,In Transit,9,Overnight
2530,2530,FedEx,In Transit,10,Express
2531,2531,USPS,Delivered,12,Overnight
2532,2532,FedEx,Delivered,13,Overnight
2533,2533,DHL,Returned,1,Overnight
2534,2534,FedEx,Delayed,12,Standard
2535,2535,FedEx,Returned,4,Overnight
2536,2536,USPS,In Transit,10,Overnight
2537,2537,USPS,In Transit,5,Express
2538,2538,DHL,Delayed,14,Express
2539,2539,DHL,Returned,3,Standard
2540,2540,UPS,In Transit,12,Standard
2541,2541,UPS,In Transit,13,Standard
2542,2542,UPS,Returned,14,Overnight
2543,2543,UPS,Delivered,12,Overnight
2544,2544,USPS,Delayed,7,Overnight
2545,2545,USPS,Delayed,9,Overnight
2546,2546,UPS,Delayed,10,Express
2547,2547,UPS,In Transit,2,Standard
2548,2548,UPS,Returned,1,Standard
2549,2549,UPS,Delivered,3,Overnight
2550,2550,USPS,Returned,8,Express
2551,2551,USPS,Delayed,4,Express
2552,2552,USPS,Delivered,1,Express
2553,2553,UPS,Delivered,7,Standard
2554,2554,UPS,Delayed,3,Overnight
2555,2555,UPS,In Transit,5,Express
2556,2556,DHL,Delivered,13,Express
2557,2557,UPS,In Transit,2,Overnight
2558,2558,UPS,Delayed,13,Express
2559,2559,DHL,Delayed,7,Overnight
2560,2560,UPS,Delivered,11,Overnight
2561,2561,DHL,Returned,2,Overnight
2562,2562,USPS,Delayed,2,Express
2563,2563,DHL,In Transit,7,Standard
2564,2564,USPS,Delayed,13,Standard
2565,2565,USPS,In Transit,2,Overnight
2566,2566,USPS,In Transit,6,Standard
2567,2567,USPS,Delivered,14,Standard
2568,2568,FedEx,Returned,10,Express
2569,2569,FedEx,In Transit,12,Standard
2570,2570,DHL,Delayed,2,Express
2571,2571,FedEx,In Transit,5,Overnight
2572,2572,USPS,In Transit,7,Standard
2573,2573,DHL,Returned,10,Standard
2574,2574,USPS,Delivered,6,Standard
2575,2575,FedEx,Returned,6,Overnight
2576,2576,UPS,In Transit,13,Overnight
2577,2577,FedEx,Delivered,14,Overnight
2578,2578,USPS,In Transit,5,Express
2579,2579,DHL,In Transit,8,Standard
2580,2580,USPS,In Transit,2,Overnight
2581,2581,DHL,Delayed,3,Express
2582,2582,DHL,Delivered,4,Express
2583,2583,USPS,Delivered,10,Standard
2584,2584,DHL,Delayed,3,Express
2585,2585,DHL,Delayed,9,Overnight
2586,2586,DHL,Returned,10,Express
2587,2587,DHL,Delayed,7,Standard
2588,2588,UPS,In Transit,12,Express
2589,2589,UPS,Returned,7,Standard
2590,2590,USPS,Delivered,2,Overnight
2591,2591,DHL,In Transit,13,Overnight
2592,2592,FedEx,Delivered,8,Overnight
2593,2593,USPS,Delivered,5,Overnight
2594,2594,DHL,Delayed,7,Overnight
2595,2595,USPS,Returned,7,Overnight
2596,2596,USPS,Delivered,1,Overnight
2597,2597,USPS,Returned,13,Overnight
2598,2598,USPS,In Transit,12,Express
2599,2599,UPS,Delivered,7,Standard
2600,2600,UPS,Returned,12,Standard
2601,2601,UPS,Delivered,11,Standard
2602,2602,DHL,Delayed,9,Express
2603,2603,DHL,Delayed,3,Express
2604,2604,UPS,In Transit,4,Overnight
2605,2605,USPS,In Transit,1,Express
2606,2606,UPS,Delayed,4,Standard
2607,2607,USPS,Returned,3,Standard
2608,2608,FedEx,Returned,12,Overnight
2609,2609,USPS,Returned,4,Standard
2610,2610,DHL,Delayed,7,Express
2611,2611,UPS,Delivered,14,Overnight
2612,2612,UPS,In Transit,14,Overnight
2613,2613,USPS,Delayed,7,Standard
2614,2614,UPS,Delivered,4,Express
2615,2615,FedEx,Returned,10,Overnight
2616,2616,USPS,Delayed,4,Express
2617,2617,FedEx,In Transit,2,Express
2618,2618,FedEx,In Transit,3,Standard
2619,2619,DHL,Delayed,4,Overnight
2620,2620,FedEx,Delivered,2,Express
2621,2621,USPS,Returned,4,Standard
2622,2622,DHL,Delivered,12,Express
2623,2623,UPS,In Transit,12,Standard
2624,2624,UPS,Delivered,7,Overnight
2625,2625,FedEx,In Transit,9,Standard
2626,2626,FedEx,Delayed,5,Standard
2627,2627,DHL,Returned,11,Standard
2628,2628,UPS,Delayed,4,Express
2629,2629,USPS,Delivered,5,Standard
2630,2630,USPS,In Transit,5,Overnight
2631,2631,UPS,Delivered,13,Overnight
2632,2632,DHL,Returned,7,Express
2633,2633,USPS,Delivered,14,Overnight
2634,2634,DHL,Delayed,13,Standard
2635,2635,DHL,Returned,9,Standard
2636,2636,USPS,Delayed,3,Standard
2637,2637,USPS,In Transit,10,Express
2638,2638,DHL,Delayed,6,Overnight
2639,2639,FedEx,Delayed,14,Standard
2640,2640,DHL,Delivered,5,Express
2641,2641,FedEx,Returned,3,Standard
2642,2642,FedEx,Returned,6,Overnight
2643,2643,FedEx,Delayed,5,Express
2644,2644,USPS,Delayed,12,Express
2645,2645,USPS,Delayed,10,Express
2646,2646,USPS,Delivered,12,Standard
2647,2647,DHL,In Transit,3,Express
2648,2648,UPS,Delayed,1,Express
2649,2649,UPS,Returned,4,Overnight
2650,2650,FedEx,In Transit,7,Standard
2651,2651,DHL,Delayed,7,Standard
2652,2652,USPS,Returned,9,Express
2653,2653,USPS,Delivered,9,Standard
2654,2654,DHL,Delayed,5,Standard
2655,2655,FedEx,In Transit,13,Express
2656,2656,UPS,In Transit,14,Standard
2657,2657,USPS,Returned,11,Standard
2658,2658,UPS,Returned,11,Overnight
2659,2659,USPS,Returned,3,Express
2660,2660,USPS,Delayed,12,Express
2661,2661,FedEx,Returned,14,Overnight
2662,2662,UPS,Delayed,5,Overnight
2663,2663,DHL,In Transit,2,Standard
2664,2664,UPS,In Transit,4,Express
2665,2665,FedEx,Delivered,10,Express
2666,2666,USPS,In Transit,5,Express
2667,2667,FedEx,In Transit,3,Express
2668,2668,FedEx,In Transit,8,Overnight
2669,2669,USPS,In Transit,2,Express
2670,2670,FedEx,Returned,5,Overnight
2671,2671,USPS,Delayed,12,Overnight
2672,2672,UPS,In Transit,13,Standard
2673,2673,USPS,Delayed,7,Overnight
2674,2674,USPS,Returned,10,Overnight
2675,2675,USPS,Delivered,3,Standard
2676,2676,DHL,In Transit,5,Overnight
2677,2677,UPS,Returned,8,Overnight
2678,2678,FedEx,Delivered,5,Overnight
2679,2679,USPS,Returned,8,Overnight
2680,2680,DHL,Delivered,2,Overnight
2681,2681,USPS,Returned,8,Standard
2682,2682,USPS,Delayed,4,Overnight
2683,2683,FedEx,Delayed,1,Standard
2684,2684,FedEx,Returned,11,Overnight
2685,2685,FedEx,Delayed,5,Standard
2686,2686,UPS,Delayed,10,Standard
2687,2687,UPS,Returned,6,Express
2688,2688,FedEx,Delivered,14,Standard
2689,2689,USPS,Delivered,5,Standard
2690,2690,USPS,In Transit,6,Overnight
2691,2691,FedEx,Delivered,10,Express
2692,2692,USPS,In Transit,9,Express
2693,2693,USPS,Returned,9,Express
2694,2694,FedEx,In Transit,9,Overnight
2695,2695,USPS,In Transit,10,Overnight
2696,2696,FedEx,Delayed,3,Overnight
2697,2697,UPS,Delayed,5,Standard
2698,2698,FedEx,Delayed,13,Express
2699,2699,UPS,Delayed,2,Express
2700,2700,DHL,In Transit,12,Standard
2701,2701,FedEx,In Transit,9,Express
2702,2702,UPS,Delivered,9,Overnight
2703,2703,UPS,Returned,5,Express
2704,2704,USPS,Delivered,10,Express
2705,2705,FedEx,Delayed,2,Standard
2706,2706,UPS,In Transit,4,Standard
2707,2707,USPS,Delivered,6,Express
2708,2708,USPS,Returned,9,Overnight
2709,2709,UPS,Returned,9,Standard
2710,2710,USPS,Delivered,10,Standard
2711,2711,FedEx,Delivered,12,Standard
2712,2712,DHL,Delivered,2,Standard
2713,2713,DHL,Delivered,11,Overnight
2714,2714,UPS,Delayed,4,Standard
2715,2715,FedEx,Returned,4,Overnight
2716,2716,USPS,Delayed,5,Standard
2717,2717,UPS,In Transit,1,Overnight
2718,2718,UPS,Returned,6,Overnight
2719,2719,USPS,Returned,5,Standard
2720,2720,FedEx,In Transit,11,Standard
2721,2721,USPS,Returned,13,Express
2722,2722,USPS,Delivered,1,Express
2723,2723,DHL,Delivered,3,Standard
2724,2724,FedEx,In Transit,7,Overnight
2725,2725,UPS,In Transit,10,Standard
2726,2726,FedEx,In Transit,1,Overnight
2727,2727,USPS,Returned,1,Standard
2728,2728,UPS,Delayed,1,Overnight
2729,2729,DHL,Delivered,11,Express
2730,2730,DHL,Delivered,12,Standard
2731,2731,DHL,In Transit,13,Express
2732,2732,UPS,Returned,4,Overnight
2733,2733,USPS,Returned,1,Standard
2734,2734,FedEx,Returned,9,Standard
2735,2735,DHL,Delivered,5,Standard
2736,2736,UPS,In Transit,6,Overnight
2737,2737,DHL,In Transit,5,Express
2738,2738,DHL,Delayed,8,Express
2739,2739,DHL,Returned,6,Standard
2740,2740,USPS,Returned,4,Express
2741,2741,UPS,Returned,9,Overnight
2742,2742,UPS,Delayed,8,Overnight
2743,2743,UPS,Delivered,10,Standard
2744,2744,UPS,Delayed,11,Overnight
2745,2745,UPS,In Transit,3,Express
2746,2746,UPS,Delivered,4,Standard
2747,2747,DHL,Returned,8,Overnight
2748,2748,USPS,In Transit,9,Standard
2749,2749,FedEx,Delivered,4,Standard
2750,2750,USPS,Delayed,11,Express
2751,2751,UPS,Delivered,1,Standard
2752,2752,UPS,Delayed,2,Standard
2753,2753,UPS,Delivered,6,Standard
